212,Копьеметалка,Spear Thrower,1,1,"ЛВ-4, Метание оружия (копье)-4",,"Копьеметалка - это длинная плоская деревяшка с прорезью и петлей на одном конце. Она увеличивает силу, с которой делается бросок копья или подобного оружия. Требуется 1 ход, чтобы поместить копье в копьеметалку после того, как оба предмета находятся в руках и готовы.", -5 в тесноте (для эффективного использования сверху должно быть по крайней мере два ярда свободного пространства).,0
213,Быстрое чтение,Speed-Reading,2,1,нет,,"Вы натренированы читать быстрее обычного человека. Обычно скорость чтения пропорциональна Интеллекту (точная скорость зависит от шрифта или почерка); персонаж, обладающий этим умением, увеличивает скорость чтения в 1+(умение/10) раз. Само значения умения используется, чтобы  вычислить, сколько вы запомнили. Если вы провалили бросок умения, то должны сделать бросок ИН минус величина провала броска каждый раз, когда хотите вспомнить что-то из прочитанного. Бросок делается с +5, если у вас есть Хорошая память, и с +10, если Отличная. При обычном провале вы ничего не можете вспомнить, а при критическом – вы жестоко ошибаетесь, но считаете информацию верной!
Позже вы можете вернуться и перечитать материал, чтобы восполнить пропуски.",знание языка (с.24),0
214,Спорт,Sports,1,1,ЛВ-5 и другие значения,,"Это способность хорошо играть в определенном виде спорта – возможно, достаточно хорошо даже для заработка на жизнь.
Каждый вид спорта является от-
дельным умением. Большинство из них являются ЛВ/Средними, и по умолчанию имеют значение ЛВ-5. Те виды, в которых важную роль играет сила (например, американский футбол, регби) также по умолчанию могут равняться СЛ-5. Для вспоминания основных правил вашего вида спорта делается бросок, основанный на ИН. Подробные правила, включая правила турниров и т.п. – все, что нужно для работы в качестве судьи – см. соответствующую специализацию умения Игры (c.197).
Некоторые из спортивных умений могут оказаться полезными в бою. Например, Спорт (бейсбол) может дать вам право на метание гранат или камней с умением (Спорт, бейсбол/2)+3; спорт (коррида) – использовать это умение в качестве основы для уклонения от подобных быкам животных, а Спорт (Регби) – на вашу атаку толканием.",,0
215,Сценический бой,Stage Combat,1,1,"Художественное, спортивное единоборство -2, Боевое умение -3, Выступление -3",,Это умение позволяет вам безопасно выполнять постановочный бой или сражаться для развлечения. Критический провал – вы наносите рану: 1к-2 вреда случайной части тела., -4 за незнакомое оружие,0
216,Скрытность,Stealth,1,1,"ИН-5, ЛВ-5",,"Это умение прятаться и бесшумно передвигаться. Успешный бросок позволит вам спрятаться где угодно, кроме абсолютно пустой комнаты, двигаться столь тихо, что вас никто не услышит или незаметно проследовать за кем-то. (Чтобы преследовать кого-либо в толпе, используйте умение Слежка, с.219).
Если вы бесшумно передвигаетесь, а кто-то специально прислушивается в поисках незваных гостей, то 
Мастер проводит Состязание умений между вашей Скрытностью и Слухом противника. Данное умение используется и чтобы подкрасться к животному, как только вы его заметили. Успешный бросок (и примерно 30 минут) позволит вам подобраться к большинству животных на 30 ярдов. Еще один бросок с -5 позволит вам подобраться на 15 ярдов. После этого вам придется использовать оружейное умение, чтобы попасть по животному.","минус уровень нагрузки; -5, чтобы спрятаться в местности без «естественных» укрытий; +3 или больше, если укрытий много; -5, чтобы бесшумно бежать, а не идти (бесшумная ходьба проходит со скоростью 1 ярд в секунду); -5, чтобы обмануть обладающих Необычайным обонянием.",0
217,Стратегия,Strategy ,2,1,"ИН-6, Тактика-6, Анализ разведданных-6",,"Это способность планировать боевые действия и предсказывать действия противника. Обычно этому учат военных. Успешный бросок Стратегии позволит вам выяснить наперед военные планы противника, если только им не командует другой человек, обладающий данным умением. В таком случае Мастер проводит Состязание умений между двумя стратегами; если игровой персонаж проигрывает, то его предположение о планах врага ошибочно (т.е. Мастер предоставляет ложную информацию). Количество получаемой стратегом информации зависит от того, насколько успешен бросок, а не от того, насколько хороши планы противника.
Стратег обязан специализироваться в определенном типе стратегии: таковыми являются сухопутная, морская, космическая стратегия и др. Между собой эти виды специализации относятся по умолчанию с -4. Конкретные подразделения, находящиеся под вашим командованием, менее важны; в худшем случае стратег получит штраф -1 или -2, командуя подразделениями другого государства или ТУ, если он хорошо осведомлен об их способностях.",,1
218,Знание улиц,Streetwise,2,1,ИН-5,,"Это способность уживаться в грубой компании. Успешный бросок Знания улиц помимо прочего позволит вам выяснить, где происходят нелегальные дела того или иного рода; какого местного копа или чиновника и за сколько можно подкупить; как связаться с преступным миром и т.д. Обратите внимание, что если вы принадлежите к организации с хорошими связями (Гильдия убийц, Братство, полиция, Иллюминати и т.д.), то можете получить информацию, опросив своих знакомых. «Знание улиц» показывает вашу способность заводить в случае необходимости собственные контакты (c.44).
Каждый раз, когда требуется бросок реакции со стороны преступного мира или «неприятных соседей», вы можете заменить его броском Знания улиц; см. Броски влияния, с.359. ","Модификаторы, применяемы только к этому броску Влияния: +3, если у вас крепкая репутация (как «хорошая», так и «плохая») в этом районе; -3, если видно, что вы здесь чужак. -3 за Нечувствительность (с.142), -1 за Непонимающего (с.146), от -1 до -4 за Застенчивость (с.154).",0
219,Подводная лодка/ТУ,Submarine,2,1,ИН-6,,"Это способность управлять определенным типом подводной техники. Как и в пилотировании, умолчание идет от ИН, но умение изучается от ЛВ.
Бросок умения делается для погружения и всплытия, маневрирования и избегания опасностей. Провал может означать что угодно – от легкого дрейфа до столкновения; критический провал может привести к затоплению!
Бросок, основанный на ИН делается, чтобы понять основные карты, вспомнить морские законы и предписания.
Специализация обязательна."," -2 за незнакомый вид подводного аппарата (дизельная боевая п/л, когда вы используете ядерную ракетную), -4 и больше за плохое состояние аппарата, от -1 до -10 за навигационные опасности.",1
220,Борьба Сумо,Sumo Wrestling,2,1,нет,,"Это умение рукопашной борьбы, состоящей из захватов, толканий и сбиваний, а не конкретный традиционный японский вид борьбы. умение может заменить ЛВ в любом из бросков, когда вы пытаетесь провести захват, атаку толканием или сбиванием, либо сопротивляться ему. Если вы знакомы с этим умением на уровне ЛВ+1, ваша сила увеличивается на +1 для сопротивления захвата или сбивания, а также попытки освободиться из захвата, а также увеличивается вред на +1 за кубик, когда вы толкаете или сбиваете противника. Эти премии увеличиваются до +2, если умение вам известено на уровне ЛВ+2 или лучше.
Когда вы защищаетесь голыми руками, Борьба Сумо позволяет вам парировать один раз за ход, используя обе руки. Ваш бросок парирования делается против (умение/2)+3, округляется вниз. Поскольку вы больше привыкли парировать захваты и толчки, вы получаете -2 на парирование ударов ногами, и -3 против оружия. Полные правила по парированию голыми руками смотрите на с.376.",,0
221,Хирургия/ТУ,Surgery,2,3,"Ветеринария-5, Врачебное дело-5, Физиология-8, Первая помощь-12",Врачебное дело или Первая помощь.,"Это умение используется, когда кто-либо пытается оперировать 
персонажа, чтобы излечить заболевание, повреждение или расстройство в организме. Успешный бросок умения означает, что операция прошла без осложнений. Провальный бросок означает, что пациент получил 2к повреждений при выполнении простой ампутации и т.д., 3к при более сложном вмешательстве. Также может использоваться для ускорения заживления ран (см. Хирургия, с.424).
Это умение представляет общие знания о хирургических вмешательствах, что в жизни встречается достаточно редко. Хирург обычно выбирает опциональную специализацию (с.169) в какой-то определенной части тела (мозг, сердце) или в определенном виде операций (косметическая, микрохирургия, трансплантация и пр.).","снаряжение (с.345) и знание физиологии (с.181); -3, если операция проходит на голове или грудной клетке; -5, если проблема не диагностирована; -3 или хуже, если оборудование как следует не отчищено и не стерилизовано. Если вы не знакомы с умением Врачебное дело, вы получаете -5 на любые операции, кроме самых элементарных – обработка ран, извлечение пуль и осколков.",0
222,Выживание,Survival,6,1,"Восп-5, Натуралист (та же планета) -3",,"Это умение выживать на природе, находить подходящую пищу и воду, избегать опасностей, строить жилище и т.д. Один человек с этим умением может прокормить до десяти спутников. Каждый день нужно делать бросок умения, чтобы безопасно (или даже с удобствами) жить в дикой местности. Провальный бросок означает, что каждый член группы получает 2к-4 повреждений (отдельный бросок для каждого).
Это умение также позволяет лучше ориентироваться на местности. Его можно использовать, чтобы выбрать правильное направление при поиске воды, горного прохода, или чего угодно другого, что вообще существует.
Также это умение используется, когда нужно поймать в ловушку диких зверей (городской вор может использовать свое умение Ловушки, но из-за различий он получит штраф -5). Делайте один бросок для каждой установленной ловушки. Ловушка создается из подручных материалов за 30 минут. Купленную ловушку устанавливают и прячут 10 минут. Конечно, копание ямы-ловушки для большого зверя займет несколько часов.
224 Умения
Часто бросок Выживания требуется сделать, основываясь на другом атрибуте - СЛ для выкапывания ловушки или убежища, ЛВ для извлечения огня примитивным методом, ЗД для избегания желудочных расстройств при непривычном питании.
Необходима специализация по типу местности (Арктика, Пустыня, Пляж/остров, Джунгли, Горы, Равнины, Болота, Леса, Океан, Глубины, Подземелья, Соленые водоемы, Пресные водоемы, и пр.). Наземные виды местности относятся друг к другу с -3, водные – с -4. Остров/ Побережье и Тропические лагуны относятся друг к другу с -4, также, как и Болота и Реки, но других значений по умолчанию между водными и наземными типами не существует. В кампаниях с возможностью путешествовать между мирами, вы также должны специализироваться на определенном мире. По умолчанию тот же тип местности на другой планете будет зависеть от текущей с -4, и еще с -4, если другой тип местности. Значение по умолчанию доступно тол ько д л я п ла не т то г о ж е тип а (с.180). Между двумя планетами разных типов вообще нет значений по умолчанию.
На усмотрение Мастера, некоторые виды рукотворных ландшафтов также могут требовать отдельных, совсем уж экзотических видов специализации; например, Выживание (радиоактивные пустоши). Большинство из таких видов специализации не имеют уровней по умолчанию. См. также Выживание в городе, с.228.","до -5 при плохих погодных условиях,  модификаторы за снаряжение (с.345).",1
223,Плавание,Swimming,3,0,ЗД-4,,"Это умение используется и для плаванья (по собственной воле или при падении в воду) и для спасения утопающих. Во время плавания для бросков усталости и избежание водных опасностей бросается высшее
из значений ЗД и Плавания. Во время состязания с кем-либо, имеющим такую же скорость, используется быстрое состязание по умению Плавания для определения победителя (см. Плавание, с.354).
Не включает умение прыжков с вышки (для этого используется соответствующая специализация умения Спорт).",,0
224,Рисование символов,Symbol Drawing,2,2,особый,,"Искусство рисования символов, используемых в магических ритуалах – как принято в ваших традициях: ножом в камне, кровью, чернилами, в воздухе и пр. Специализация по магической культуре обязательна.
Если рисуемые символы используются в ритуальной магии, когда магия происходит из природы, мага или имеет другую внешнюю природу, будучи хорошо нарисованными, они могут помочь заклинанию. Перед каждым ритуалом делается бросок Рисования символов. При успешном броске половина значения успешности броска добавляется к броску ритуала в качестве премии. Такая специальность Рисования символов может относиться по умолчанию к Ритуальной магии (той же специализации) -4. Например, Рисование символов (Вуду) по умолчанию имеет Ритуальная магия (Вуду)-4, и позволяет рисовать знаки, используемые в ритуалах магии Вуду.
В традициях, где символы собственно представляют магию и наделяют волшебными силами предметы, магия будет хороша настолько, насколько хорошо нарисованы символы. В этом случае умение Рисование символов заменяет умение Наложение чар (используется низшее из значений). Наиболее обычный пример такой магии – рунная магия. Каждый рунный алфавит – отдельная специализация, и не имеет значений по умолчанию от других.
Более необычные традиции могут иметь собственные правила; см. описание мира."," -1 или хуже за незнакомый способ рисования, -1 или хуже за непривычную поверхность",0
225,Тактика,Tactics,2,2,"ИН-6, Стратегия (любая)-6",,"Это способность перехитрить противника в бою один на один или небольшими группами. Обычно этому учат только военных. Успешный бросок Тактики позволяет хорошо устроить засаду, расставить наблюдателей, а в ходе боя иногда (по решению Мастера) позволит вам получить информацию о ближайших планах противника (быстрое состязание по умению тактики). Чтобы перехитрить бойцов врага, вы должны победить в быстром состязании по умению Тактики с лидером противника. Все вышеуказанное верно, пока вы можете лично (максимум – через одного) командовать каждым из бойцов. Так, радиосвязь или подобные технологии здорово улучшат вашу способность командования!
Успешный бросок умения перед началом боя (если у вас было хоть немного времени) дает вам более выгодную позицию – чем лучше бросок, тем больше преимущество. Если вы не использовали умение, или провалили его бросок, стартовые позиции в начале боя определяет Мастер. Бойцы без знания Тактики всегда начинают бой именно таким образом.
Даже в случае попадания в засаду или подобной внезапной ситуации, Мастер может вам позволить использовать лучшее значение из Тактики и Восприятия, чтобы определить, заметили ли вы опасность вовремя.",,0
226,Обучение,Teaching,2,1,ИН-5,,"Это способность учить других. Чтобы научить кого-то, вы должны знать умение, которое преподаете, лучше своего ученика. Любой, у кого Обучение 12+, в игре обычно может выступать в роли учителя (см. Улучшение умений обучением, с.292). "," -3 за Безжалостность (c.125), -1 до -4 за Застенчивость (c.142). штрафы за знание языка (с.24) применяются и со стороны учителя, и со стороны ученика.",0
227,Кучер,Teamster,2,1,"Обращение с животными (тот же тип) -4, Верховая езда (тот же тип) -2",,"Это умение управлять упряжками животных, такими как лошади, впряженные в карету или тянущие пушку. Оно включает в себя умения запрягать животных, заботиться о них и умение судить о возможностях животного до приобретения. Если животное плохо обучено (по решению Мастера), вы сначала должны сделать бросок Обращения с животными.
Во время обычного путешествия бросок умения делается раз в день. Когда лошади, впряженные в карету или тянущие иной груз (например, пушку), мчатся галопом (80% или больше максимальной скорости), то возница должен делать бросок умения Кучер каждые 10 секунд. Провальный бросок означает, что повозка перевернулась. Это равно падению с высоты 5 ярдов (5к-10 повреждений) для каждого человека и животного (см. Падение, с.431). И еще, для каждого животного киньте два кубика; выпадение 12 означает, то это животное сломало ногу! Чтобы успокоить всех животных, нужно применить умение Обращение с животными. Время, требуемое, чтобы вернуть груз на место, зависит от груза, местности и погоды.
Необходима специализация по видам. По умолчанию они равняются друг другу с модификатором -3. Лошади и мулы включены в одну специализацию, наиболее обычную из всех."," -2 за пять и более животных в упряжке, -2 за незнакомых животных, -5 и больше за плохую местность.",1
228,Тауматология,Thaumatology,2,3,"ИН-7. В немагических мирах значение по умолчанию не разрешается, также это верно для тех, кто никогда не сталкивался с «настоящей» магией",,"Это умение покрывает академические знания о теории магии. Тауматология изучает «физику» маны и магии. Не маги могут изучать это умение, но это будет проще для магов; добавьте уровень Магических способностей к значению ИН при изучении этого умения, так же как для заклинаний (у магов есть «практические знания», которые им помогают!).
Это умение в большей степени применяется в магических исследованиях. При создании новых заклинаний используются правила по изобретениям (см. Главу 17), но умение Инженера заменяется на Тауматологию. 
Также оно может пригодиться для определения неизвестных заклинаний или при неожиданных критических провалах или успехах при колдовстве. Оно может помочь понять, что возможно сделать магией или как правильно заколдовать магический предмет, чтобы он вёл себя как надо. Чем больше величина успеха при броске, тем сильнее вы проникаете в суть проблемы.
Это умение – наука о фентези-магии, классической системе заклинаний – огненные шары, кольца силы и т.д. Эквивалент науки для традиционного спиритуалистического волшебства – Ритуальная магия (с.218), божественная магия изучается Религиозными обрядами (c.217) или Теологией (c.226). Однако Мастер может позволить бросать Тауматологию с -5, в случае наличия каких-то связей с этими дисциплинами. Особенно отдаленные и необычные силы и артефакты из другого мира могут давать даже большие штрафы!",,0
229,Теология,Theology,2,2,"ИН-6, Религиозный обряд (той же религии) -4",,"Это наука о религии. Теолог знает о древних и современных религиозных воззрениях, истории религии и т.д. Обычно между разными религиями не позволяется значение по умолчанию, но Мастер может разрешить уровень по умолчанию с -4, если религии имеют схожее происхождение, или одна религия произошла из другой. Специализация необходима, но возможна «Сравнительная теология» - когда вы специализируетесь на различиях и сходствах разных религий. Теология любой религии, изучаемой в вашем игровом мире, получает уровень по умолчанию к этой специализации -5.
Для любых священнослужителей на ТУ 1+ необходимо знание Теологии и Религиозных обрядов (с.217). На ТУ 0 можно обойтись лишь Обрядами. Теолог не обязан верить в то, что изучает – вера происходит из души, а не из книг! В случае, если вы верующий человек, то при моральном выборе Мастер может сделать тайный бросок умения Теологии, и в случае успеха подсказать вам правильное с точки зрения религии решение.",,1
230,Метание,Throwing,1,1,"ЛВ-3, Сбрасывание-4",,"Это способность бросать небольшие, относительно ровные предметы (бейсбольные мячи, гранаты, камни и пр.). Бумеранги, копья, ножи и прочее оружие требует собственного умения (см. Метание оружия, ниже). Она влияет и на точность (делайте бросок умения Метания, чтобы бросить что-либо, что вы можете поднять), и на дистанцию броска (добавьте +1 к своей СЛ при вычислении дистанции броска (но не повреждений), если вы знаете умение Метание на уровне ЛВ+1, и +2, если на уровне ЛВ+2 и выше). Если вы не владеете этим умением, то делайте бросок по умолчанию, когда пытаетесь попасть в цель, или ЛВ, когда хотите просто запустить предмет в некоторую область. Если вы кидаете что-то, для чего существует специальное умение, то используйте это умение.",,0
231,Искусство метания,Throwing Art,1,2, нет,"Мастер оружия, Ученик Мастера","Это киношная способность метать все, что вы можете поднять: ножи, телевизоры, мячи… все! Для попадания делается бросок умения. Дальше, если вы знакомы с Искусством метания на уровне ЛВ, для определения расстояния броска ваша СЛ увеличивается на 1, а наносимые броском повреждения – на +1 за кубик. Эти премии увеличиваются до +2, если ваш умение Искусства метания ЛВ+1 или лучше. Если вы также являетесь Мастером оружия, эта премия используется вместо обычной премии повреждения для вашего оружия при метании его.
Вы можете использовать метаемые предметы в качестве импровизированного оружия. Вилки, кухонные ножи и другие длинные небольшие предметы считаются за кинжалы. Любой небольшой тупой предмет наносит прм+1 тупого вреда. Бесбольные биты – амп+1 тупого. Карандаши нанесут прм-3 проникающего вреда, а игральные карты – прм-3 режущего.
Искусство метания позволяет кидать и все, что входит в умения Метания и Метательного оружия. Если вы постигли Искусство метания, вам не нужны эти умения.",,0
232,Метание оружия,Thrown Weapon,1,0,"ЛВ-4, другие значения по умолчанию",,Это способность бросать один любой тип метательного оружия. Специализация обязательна,,1
233,Следопыт,Tracking,6,1,"Восприятие-5, Натуралист-5",,"Это умение двигаться за человеком или зверем по его следам. Один бросок умения требуется, чтобы найти след, частота бросков для следования зависит от сложности среды: Равнины, Джунгли, Лес: раз в 30 минут; Пустыня, Горы, Арктика, Остров/Пляж: раз в 15 минут с -2.
Болота: раз в 5 минут с -4.
Город: раз в минуту с -6!
Это умение также используется, если вы хотите замести свои следы. Если вы это делаете, то время путешествия увеличивается в два раза! Успешный бросок умения означает, что вы замели следы достаточно хорошо и их никто не заметит, разве что кто-то с этим же умением. Если за вами следует другой следопыт, то Мастер будет проводить между вами состязание умений Следопыт с описанными выше модификаторами. Если  в какой-то момент идущие по следам теряют след, то они теряют его окончательно.
Чтобы преследовать вблизи животное, которое вы отследили, используйте умение Скрытность (с.222)."," -5, если следы были оставлены более дня назад, -10, если следам больше недели; +5, если вы идете по человеческим следам, +10, если вы идете по следам группы людей. То, по какой местности вы идете, тоже играет свою роль, штраф составляет -3 в пустыни, -5 на сухих камнях, -10 на улице города! Хорошее восприятие крайне полезно: как правило, применяются премии за Обостренное зрение (с.35) и Необычайное обоняние (с.49); многие сверхчеловеческие формы восприятия (инфразрение, инфразвуковой слух) дают ситуационные премии.",0
234,Ловушки/ТУ,Traps,2,1," ИН-5, Взлом-3. Может иметь уровень по умолчанию ЛВ-5, но только для разминирования или снятия ловушки, а не обнаружения ее или установки новой.",,"Это умение установки, обнаружения, а также обезвреживания ловушек. Успешный бросок умения Ловушки помимо прочего позволит обнаружить ловушку, если вы ее ищете; отключить обнаруженную ловушку; вновь поставить ловушку после того, как вы ее миновали. Обратите внимание, что «ловушка» может быть чем угодно, начиная от ямы с кольями и заканчивая тщательно спланированной системой безопасности! Время, необходимое для работы, рассчитывается  так же, как и для Взлома (с.206). Для обнаружения ловушки делается бросок умения от Восприятия.
Системы обнаружения и наблюдения также попадают под этот умение. Таким образом, это умение включает все от волчьих ям до электронных систем безопасности!","сильно различаются. Чем запутаннее ловушка, тем труднее ее будет обнаружить и обезвредить/вернуть в исходное положение. Обратите внимание, что ловушку, например, может быть легко обнаружить, но сложно обезвредить! Все это остается на усмотрение Мастера или автора приключения. Модификаторы за Обостренное зрение 
(с.35) помогут вам найти ловушку, но не обезвредить или установить ее, а за Ловкость рук - наоборот. Также применяются модификаторы за наличие снаряжения (с.345).",0
235,Машинопись,Typing,1,0,"ЛВ-4, Специальные значения по умолчанию (см. ниже)",,"Это умение пользоваться пишущей машинкой. Скорость печатания равна умение ×3 слов в минуту на печатной машинке или умение ×5 на электронной или электрической клавиатуре. По умолчанию умение может иметь значение -3 от любого умения, требующего больших объемов набора слов, особенно Администрирование, Использование компьютера, Исследование, Письмо и некоторых из Профессиональных навыков вроде Журналиста. Если у вас есть подобные умения, в изучении Машинописи вы не нуждаетесь (если только вы не хотите работать профессиональным наборщиком).",,0
236,Выживание в городе,Urban Survival,6,1,Восприятие-5,,"Это умение выживать в городской среде, независимо от того, переполнена она или пуста. Социальные проблемы в городе относятся к умению Знание улиц. Специалист по Выживанию в городе, к примеру, сможет найти чистую дождевую воду; обнаружить люк сверху или снизу; быстро найти вход в здание, выход, лестницу и т.д.; обнаружить и избежать физически опасных мест, к примеру, рушащихся зданий; сам сделать и прочитать городские карты, будет уметь выбраться из неизвестных районов города; найти теплое место для ночлега, когда на улице холодно; и найти нужные ему здания, не спрашивая никого, просто с помощью городского чутья.",,0
237,Чревовещание,Ventriloquism,2,2, нет,,"Способность маскировать и «перемещать» голос на коротких дистанциях. Успешный бросок достаточно изменит ваш голос, чтобы обмануть аудиторию.","+5, если у вас есть помощник или Марионетка для отвлечения аудитории. -3, если аудитория подозрительна",0
